"","original_name","species_list_name"
"22001","Ulmus - Species Unknown","Ulmus Spp."
"22002","Pyrus calleryana Chanticleer","Pyrus calleryana Chanticleer"
"22003","Ilex aquifolium","Ilex aquifolium"
"22004","Tilia - Species Unknown","Tilia Spp."
"22005","Quercus robur","Quercus robur"
"22006","Sorbus aucuparia","Sorbus aucuparia"
"22007","Sorbus aucuparia","Sorbus aucuparia"
"22008","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22009","Betula utilis jacquemontii","Betula utilis Jacquemontii"
"22010","Tilia x europea","Tilia x europea"
"22011","Carpinus betulus","Carpinus betulus"
"22012","Quercus coccinea","Quercus coccinea"
"22013","Acer saccharinum","Acer saccharinum"
"22014","Sorbus - Species Unknown","Sorbus Spp."
"22015","Prunus - Species Unknown","Prunus Spp."
"22016","Crataegus monogyna","Crataegus monogyna"
"22017","Pinus sylvestris","Pinus sylvestris"
"22018","Populus tremula","Populus tremula"
"22019","Prunus - Species Unknown","Prunus Spp."
"22020","Acer pseudoplatanus","Acer pseudoplatanus"
"22021","Fraxinus excelsior","Fraxinus excelsior"
"22022","Tilia x europea","Tilia x europea"
"22023","Tilia x europea","Tilia x europea"
"22024","Platanus x acerifolia","Platanus x acerifolia"
"22025","ZZ Tree stump","Dead stump"
"22026","Salix fragilis","Salix fragilis"
"22027","Prunus avium","Prunus avium"
"22028","Tilia x europea","Tilia x europea"
"22030","Tilia x europea","Tilia x europea"
"22031","Tilia x europea","Tilia x europea"
"22032","Tilia x europea","Tilia x europea"
"22033","Tilia x europea","Tilia x europea"
"22034","Fraxinus ornus","Fraxinus ornus"
"22035","Ulmus 'New Horizon'","Ulmus New Horizon"
"22036","Prunus - Species Unknown","Prunus Spp."
"22039","Platanus x acerifolia","Platanus x acerifolia"
"22040","Sorbus intermedia","Sorbus intermedia"
"22041","Tilia x europea","Tilia x europea"
"22042","Platanus x acerifolia","Platanus x acerifolia"
"22043","Prunus avium","Prunus avium"
"22044","Platanus x acerifolia","Platanus x acerifolia"
"22045","Platanus x acerifolia","Platanus x acerifolia"
"22046","Tilia x europea","Tilia x europea"
"22047","Acer platanoides","Acer platanoides"
"22048","Fraxinus excelsior Diversifoli","Fraxinus excelsior Diversifolia"
"22049","Crataegus monogyna","Crataegus monogyna"
"22050","Platanus x acerifolia","Platanus x acerifolia"
"22051","Fraxinus excelsior","Fraxinus excelsior"
"22052","Quercus robur","Quercus robur"
"22053","Prunus cerasifera Pissardii","Prunus cerasifera Pissardii"
"22054","Fagus sylvatica","Fagus sylvatica"
"22055","Prunus Snow Goose","Prunus Snow goose"
"22056","Prunus Tai-haku","Prunus Taihaku"
"22057","Crataegus monogyna","Crataegus monogyna"
"22058","Prunus subhirtella Autumnalis","Prunus subhirtella Autumnalis"
"22059","Magnolia Kobus","Magnolia kobus"
"22060","Carpinus betulus","Carpinus betulus"
"22061","Carpinus betulus","Carpinus betulus"
"22062","Tilia x europea","Tilia x europea"
"22063","Tilia x europea","Tilia x europea"
"22064","Taxus baccata","Taxus baccata"
"22065","Liquidambar styraciflua","Liquidambar styraciflua"
"22066","Prunus padus","Prunus padus"
"22067","Acer platanoides","Acer platanoides"
"22068","Tilia x europea","Tilia x europea"
"22069","Tilia - Species Unknown","Tilia Spp."
"22070","Carpinus betulus Fastigiata","Carpinus betulus Fastigiata"
"22072","Tilia cordata Greenspire","Tilia cordata Greenspire"
"22073","Populus tremula","Populus tremula"
"22074","Tilia x europea","Tilia x europea"
"22075","Tilia x europea","Tilia x europea"
"22076","Prunus domestica","Prunus domestica"
"22077","Tilia x europea","Tilia x europea"
"22078","Fraxinus - Species Unknown","Fraxinus Spp."
"22079","Prunus - Species Unknown","Prunus Spp."
"22080","Sorbus intermedia","Sorbus intermedia"
"22081","Fraxinus excelsior","Fraxinus excelsior"
"22082","Prunus - Species Unknown","Prunus Spp."
"22083","Acer platanoides","Acer platanoides"
"22084","Acer pseudoplatanus","Acer pseudoplatanus"
"22085","Platanus x acerifolia","Platanus x acerifolia"
"22086","Acer pseudoplatanus","Acer pseudoplatanus"
"22087","Acer pseudoplatanus","Acer pseudoplatanus"
"22088","Eucalyptus niphophila","Eucalyptus niphophila"
"22089","Malus domestica","Malus domestica"
"22090","Betula pendula","Betula pendula"
"22091","Quercus robur","Quercus robur"
"22092","Malus tschonoskii","Malus tschonoskii"
"22093","Sorbus - Species Unknown","Sorbus Spp."
"22094","Prunus - Species Unknown","Prunus Spp."
"22095","Fraxinus excelsior","Fraxinus excelsior"
"22096","Prunus X schmittii","Prunus X schmittii"
"22097","Malus domestica","Malus domestica"
"22098","Acer pseudoplatanus Brillianti","Acer pseudoplatanus Brilliantissimum"
"22099","Fraxinus excelsior","Fraxinus excelsior"
"22100","Tilia - Species Unknown","Tilia Spp."
"22103","Platanus x acerifolia","Platanus x acerifolia"
"22104","Platanus x acerifolia","Platanus x acerifolia"
"22105","Acer pseudoplatanus","Acer pseudoplatanus"
"22106","Cedrus deodara","Cedrus deodara"
"22107","Ulmus 'New Horizon'","Ulmus New Horizon"
"22109","Prunus avium Plena","Prunus avium Plena"
"22110","Ginkgo biloba","Ginkgo biloba"
"22111","Acer pseudoplatanus Leopoldii","Acer pseudoplatanus Leopoldii"
"22112","Tilia x europea","Tilia x europea"
"22113","Acer platanoides","Acer platanoides"
"22114","Prunus - Species Unknown","Prunus Spp."
"22115","Betula pendula","Betula pendula"
"22116","Platanus x acerifolia","Platanus x acerifolia"
"22117","Chamaecyparis pisifera 'Filife","Chamaecyparis pisifera Filifera"
"22118","Liriodendron tulipifera","Liriodendron tulipifera"
"22119","ZZ Tree stump","Dead stump"
"22121","Betula pendula","Betula pendula"
"22122","Prunus sargentii 'Rancho'","Prunus sargentii Rancho"
"22124","Fraxinus excelsior","Fraxinus excelsior"
"22125","Platanus x acerifolia","Platanus x acerifolia"
"22126","Acer platanoides","Acer platanoides"
"22127","Platanus x acerifolia","Platanus x acerifolia"
"22128","Salix - Species Unknown","Salix Spp."
"22129","Quercus castaneifolia","Quercus castaneifolia"
"22130","Acer platanoides","Acer platanoides"
"22131","Acer platanoides","Acer platanoides"
"22132","Tilia x euchlora","Tilia x euchlora"
"22133","Liriodendron tulipifera","Liriodendron tulipifera"
"22134","Acer platanoides","Acer platanoides"
"22135","Tilia - Species Unknown","Tilia Spp."
"22136","Metasequoia glyptostroboides","Metasequoia glyptostroboides"
"22137","Sorbus aucuparia","Sorbus aucuparia"
"22138","Crataegus monogyna","Crataegus monogyna"
"22139","Crataegus monogyna","Crataegus monogyna"
"22140","Prunus cerasifera Pissardii","Prunus cerasifera Pissardii"
"22141","Betula pendula","Betula pendula"
"22142","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22143","Fraxinus excelsior","Fraxinus excelsior"
"22144","Sorbus - Species Unknown","Sorbus Spp."
"22145","Prunus subhirtella Autumnalis","Prunus subhirtella Autumnalis"
"22146","Platanus x acerifolia","Platanus x acerifolia"
"22147","Sorbus aria Majestica","Sorbus aria Majestica"
"22148","Fraxinus excelsior","Fraxinus excelsior"
"22149","Prunus avium","Prunus avium"
"22150","Malus - Species Unknown","Malus Spp."
"22151","Acer platanoides","Acer platanoides"
"22152","Prunus padus","Prunus padus"
"22153","Tilia x euchlora","Tilia x euchlora"
"22154","Fraxinus excelsior","Fraxinus excelsior"
"22155","Tilia x europea","Tilia x europea"
"22156","Tilia x europea","Tilia x europea"
"22157","Acer pseudoplatanus","Acer pseudoplatanus"
"22158","Aesculus hippocastanum","Aesculus hippocastanum"
"22159","Thuja plicata Atrovirens","Thuja plicata Atrovirens"
"22160","Corylus avellana","Corylus avellana"
"22161","Acer pseudoplatanus","Acer pseudoplatanus"
"22163","Acer platanoides cv","Acer platanoides Spp."
"22164","Tilia x europea","Tilia x europea"
"22165","Viburnum - Species Unknown","Viburnum Spp."
"22166","Sambucus nigra","Sambucus nigra"
"22167","Acer platanoides","Acer platanoides"
"22168","Prunus - Species Unknown","Prunus Spp."
"22169","Pyrus calleryana Chanticleer","Pyrus calleryana Chanticleer"
"22170","Malus - Species Unknown","Malus Spp."
"22171","Tilia cordata","Tilia cordata"
"22172","Larix kaempferi","Larix kaempferi"
"22173","Prunus - Species Unknown","Prunus Spp."
"22174","Acer pseudoplatanus","Acer pseudoplatanus"
"22175","Acer pseudoplatanus","Acer pseudoplatanus"
"22176","Prunus domestica","Prunus domestica"
"22177","Prunus - Species Unknown","Prunus Spp."
"22178","Prunus - Species Unknown","Prunus Spp."
"22179","Tilia x europea","Tilia x europea"
"22180","Carpinus betulus","Carpinus betulus"
"22181","Carpinus betulus","Carpinus betulus"
"22182","Acer pseudoplatanus","Acer pseudoplatanus"
"22183","Ginkgo biloba","Ginkgo biloba"
"22184","Malus - Species Unknown","Malus Spp."
"22185","Tilia x europea","Tilia x europea"
"22186","Tilia x europea","Tilia x europea"
"22187","Prunus padus","Prunus padus"
"22188","Acer pseudoplatanus","Acer pseudoplatanus"
"22189","Platanus x acerifolia","Platanus x acerifolia"
"22190","Fraxinus excelsior","Fraxinus excelsior"
"22191","Platanus x acerifolia","Platanus x acerifolia"
"22192","Pinus sylvestris","Pinus sylvestris"
"22193","Fagus sylvatica Purpurea","Fagus sylvatica Atropurpurea"
"22194","Fagus sylvatica","Fagus sylvatica"
"22195","Prunus - Species Unknown","Prunus Spp."
"22196","Tilia x europea","Tilia x europea"
"22197","Tilia x europea","Tilia x europea"
"22198","Acer campestre","Acer campestre"
"22199","Sorbus aria","Sorbus aria"
"22200","Acer saccharinum","Acer saccharinum"
"22201","Malus trilobata","Malus trilobata"
"22202","Sorbus aucuparia","Sorbus aucuparia"
"22203","Tilia cordata","Tilia cordata"
"22204","Malus hupehensis","Malus hupehensis"
"22205","Prunus serrula","Prunus serrula"
"22206","Acer platanoides cv","Acer platanoides Spp."
"22207","Tilia - Species Unknown","Tilia Spp."
"22208","Ulmus 'New Horizon'","Ulmus New Horizon"
"22209","Prunus cerasifera Pissardii","Prunus cerasifera Pissardii"
"22210","Prunus avium Plena","Prunus avium Plena"
"22211","Tilia x europea","Tilia x europea"
"22212","Pinus nigra laricio","Pinus nigra laricio"
"22213","Robinia pseudoacacia","Robinia pseudoacacia"
"22214","Platanus x acerifolia","Platanus x acerifolia"
"22215","Platanus x acerifolia","Platanus x acerifolia"
"22216","Betula pendula Tristis","Betula pendula Tristis"
"22217","Laburnum anagyroides","Laburnum anagyroides"
"22218","Prunus avium","Prunus avium"
"22219","Acer pseudoplatanus","Acer pseudoplatanus"
"22220","Tilia x euchlora","Tilia x euchlora"
"22221","Sorbus aucuparia","Sorbus aucuparia"
"22222","Betula pendula","Betula pendula"
"22223","Prunus - Species Unknown","Prunus Spp."
"22224","Malus sylvestris","Malus sylvestris"
"22225","Tilia x europea","Tilia x europea"
"22226","Tilia - Species Unknown","Tilia Spp."
"22227","Acer platanoides","Acer platanoides"
"22228","Aesculus hippocastanum","Aesculus hippocastanum"
"22229","Sorbus aucuparia","Sorbus aucuparia"
"22230","Prunus cerasifera Pissardii","Prunus cerasifera Pissardii"
"22231","Prunus x yedoensis","Prunus x yedoensis"
"22232","Fraxinus excelsior","Fraxinus excelsior"
"22233","Quercus robur","Quercus robur"
"22234","Fraxinus excelsior Pendula","Fraxinus excelsior Pendula"
"22235","Acer pseudoplatanus","Acer pseudoplatanus"
"22236","Fraxinus excelsior","Fraxinus excelsior"
"22237","Pinus sylvestris","Pinus sylvestris"
"22238","Acer pseudoplatanus","Acer pseudoplatanus"
"22239","Platanus x acerifolia","Platanus x acerifolia"
"22240","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22241","Tilia x europea","Tilia x europea"
"22242","Malus - Species Unknown","Malus Spp."
"22243","Sorbus - Species Unknown","Sorbus Spp."
"22244","Tilia x europea","Tilia x europea"
"22245","Tilia x europea","Tilia x europea"
"22246","Tilia x euchlora","Tilia x euchlora"
"22247","Taxus baccata","Taxus baccata"
"22248","Quercus rubra","Quercus rubra"
"22249","Ulmus 'New Horizon'","Ulmus New Horizon"
"22250","Prunus - Species Unknown","Prunus Spp."
"22251","Fraxinus excelsior","Fraxinus excelsior"
"22252","Tilia - Species Unknown","Tilia Spp."
"22253","Crataegus monogyna","Crataegus monogyna"
"22254","Fraxinus excelsior","Fraxinus excelsior"
"22255","Tilia - Species Unknown","Tilia Spp."
"22256","Acer platanoides cv","Acer platanoides Spp."
"22257","Taxus baccata","Taxus baccata"
"22258","Acer pseudoplatanus","Acer pseudoplatanus"
"22259","Betula pendula","Betula pendula"
"22260","Fraxinus excelsior","Fraxinus excelsior"
"22261","Quercus robur","Quercus robur"
"22262","Prunus Shirotae","Prunus Shirotae"
"22263","ZZ Tree stump","Dead stump"
"22264","Crataegus monogyna","Crataegus monogyna"
"22265","Taxus baccata","Taxus baccata"
"22266","Crataegus crus-gallii","Crataegus crus-galli"
"22267","Tilia - Species Unknown","Tilia Spp."
"22268","Alnus glutinosa","Alnus glutinosa"
"22269","Alnus incana","Alnus incana"
"22270","Acer platanoides","Acer platanoides"
"22271","Crataegus monogyna","Crataegus monogyna"
"22272","Tilia - Species Unknown","Tilia Spp."
"22273","Ailanthus altissima","Ailanthus altissima"
"22274","Betula pendula","Betula pendula"
"22275","Crataegus monogyna","Crataegus monogyna"
"22276","Crataegus monogyna","Crataegus monogyna"
"22277","Acer platanoides","Acer platanoides"
"22278","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22279","Pinus - Unknown Species","Pinus Spp."
"22280","Platanus x acerifolia","Platanus x acerifolia"
"22281","Fraxinus excelsior","Fraxinus excelsior"
"22282","Crataegus monogyna","Crataegus monogyna"
"22283","Tilia - Species Unknown","Tilia Spp."
"22284","Tilia x europea","Tilia x europea"
"22285","Malus domestica","Malus domestica"
"22286","Betula pendula","Betula pendula"
"22287","Betula pendula","Betula pendula"
"22288","Fagus sylvatica","Fagus sylvatica"
"22289","Acer campestre","Acer campestre"
"22290","Taxus baccata","Taxus baccata"
"22291","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22292","Betula pendula","Betula pendula"
"22293","Acer pseudoplatanus cv","Acer pseudoplatanus Spp."
"22294","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22295","Acer pseudoplatanus","Acer pseudoplatanus"
"22296","Metasequoia glyptostroboides","Metasequoia glyptostroboides"
"22297","Salix fragilis","Salix fragilis"
"22298","Chamaecyparis lawsoniana Erect","Chamaecyparis lawsoniana Erecta"
"22299","Betula pendula","Betula pendula"
"22300","Pinus sylvestris","Pinus sylvestris"
"22301","Fraxinus excelsior","Fraxinus excelsior"
"22302","Ilex aquifolium","Ilex aquifolium"
"22303","Acer pseudoplatanus","Acer pseudoplatanus"
"22304","Betula pendula","Betula pendula"
"22305","Liriodendron tulipifera","Liriodendron tulipifera"
"22306","Betula pendula","Betula pendula"
"22307","Aesculus hippocastanum","Aesculus hippocastanum"
"22308","Acer platanoides","Acer platanoides"
"22309","Quercus robur","Quercus robur"
"22310","Betula pendula","Betula pendula"
"22311","Quercus robur","Quercus robur"
"22312","Prunus Amanogawa","Prunus Amanogawa"
"22313","Sorbus - Species Unknown","Sorbus Spp."
"22314","Sorbus aria","Sorbus aria"
"22315","Tilia cordata","Tilia cordata"
"22316","Betula pendula","Betula pendula"
"22317","Taxus baccata","Taxus baccata"
"22318","Prunus dulcis","Prunus dulcis"
"22319","Tilia - Species Unknown","Tilia Spp."
"22320","Acer pseudoplatanus","Acer pseudoplatanus"
"22321","Tilia - Species Unknown","Tilia Spp."
"22322","Larix kaempferi","Larix kaempferi"
"22323","Betula pendula","Betula pendula"
"22324","Sorbus aucuparia","Sorbus aucuparia"
"22325","Sorbus intermedia","Sorbus intermedia"
"22326","Acer pseudoplatanus","Acer pseudoplatanus"
"22327","Liriodendron tulipifera","Liriodendron tulipifera"
"22328","Quercus robur","Quercus robur"
"22329","Quercus robur","Quercus robur"
"22330","Acer cappadocicum","Acer cappadocicum"
"22331","Acer pseudoplatanus","Acer pseudoplatanus"
"22332","Ilex aquifolium","Ilex aquifolium"
"22333","Acer pseudoplatanus","Acer pseudoplatanus"
"22334","Fraxinus excelsior","Fraxinus excelsior"
"22335","Salix caprea","Salix caprea"
"22336","Prunus avium Plena","Prunus avium Plena"
"22337","Tilia cordata","Tilia cordata"
"22338","Taxus baccata","Taxus baccata"
"22339","Malus - Species Unknown","Malus Spp."
"22340","Populus nigra Italica","Populus nigra Italica"
"22341","Fraxinus excelsior","Fraxinus excelsior"
"22342","Populus x canadensis Serotina","Populus x canadensis"
"22343","Sambucus nigra","Sambucus nigra"
"22344","Acer platanoides","Acer platanoides"
"22345","Robinia pseudoacacia","Robinia pseudoacacia"
"22346","Liriodendron tulipifera","Liriodendron tulipifera"
"22347","Acer campestre","Acer campestre"
"22348","Acer platanoides","Acer platanoides"
"22349","Betula pendula","Betula pendula"
"22350","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22351","Prunus Tai-haku","Prunus Taihaku"
"22352","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"22353","Betula pendula","Betula pendula"
"22354","Fagus sylvatica","Fagus sylvatica"
"22355","Tilia platyphyllos","Tilia platyphyllos"
"22356","Sorbus aucuparia","Sorbus aucuparia"
"22357","Liriodendron tulipifera","Liriodendron tulipifera"
"22358","Fagus sylvatica","Fagus sylvatica"
"22359","Acer negundo","Acer negundo"
"22360","Populus x canadensis Robusta","Populus x canadensis"
"22361","Fraxinus excelsior","Fraxinus excelsior"
"22362","Populus x canadensis Robusta","Populus x canadensis"
"22363","ZZ Tree stump","Dead stump"
"22364","Acer campestre","Acer campestre"
"22365","Quercus palustris","Quercus palustris"
"22366","Aesculus hippocastanum","Aesculus hippocastanum"
"22367","Acer platanoides","Acer platanoides"
"22368","Tilia cordata","Tilia cordata"
"22369","ZZ Tree stump","Dead stump"
"22370","Malus - Species Unknown","Malus Spp."
"22371","Pinus sylvestris","Pinus sylvestris"
"22372","Tilia - Species Unknown","Tilia Spp."
"22373","Fraxinus excelsior","Fraxinus excelsior"
"22374","Tilia cordata","Tilia cordata"
"22375","Prunus padus","Prunus padus"
"22376","Prunus avium","Prunus avium"
"22377","Acer platanoides","Acer platanoides"
"22378","Prunus spinosa","Prunus spinosa"
"22379","Acer platanoides","Acer platanoides"
"22380","Salix alba","Salix alba"
"22381","Acer pseudoplatanus Variegatum","Acer pseudoplatanus Albo-variegatum"
"22382","Quercus robur","Quercus robur"
"22383","Platanus x acerifolia","Platanus x acerifolia"
"22384","Tilia - Species Unknown","Tilia Spp."
"22385","Platanus x acerifolia","Platanus x acerifolia"
"22386","Salix fragilis","Salix fragilis"
"22387","Tilia x europea","Tilia x europea"
"22388","Acer saccharinum","Acer saccharinum"
"22389","Crataegus monogyna","Crataegus monogyna"
"22390","Salix babylonica","Salix babylonica"
"22391","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"22392","Ginkgo biloba","Ginkgo biloba"
"22393","Ulmus 'New Horizon'","Ulmus New Horizon"
"22394","Acer pseudoplatanus","Acer pseudoplatanus"
"22395","Cotoneaster frigidus","Cotoneaster frigidus"
"22396","Prunus Amanogawa","Prunus Amanogawa"
"22397","Tilia x europea","Tilia x europea"
"22398","Prunus - Species Unknown","Prunus Spp."
"22399","Tilia x europea","Tilia x europea"
"22400","Platanus x acerifolia","Platanus x acerifolia"
"22401","Tilia x europea","Tilia x europea"
"22402","Prunus - Species Unknown","Prunus Spp."
"22403","Betula pendula","Betula pendula"
"22404","Malus - Species Unknown","Malus Spp."
"22405","Tilia cordata Greenspire","Tilia cordata Greenspire"
"22406","Acer saccharinum","Acer saccharinum"
"22407","Platanus x acerifolia","Platanus x acerifolia"
"22408","Alnus glutinosa","Alnus glutinosa"
"22409","Ginkgo biloba","Ginkgo biloba"
"22410","Sorbus intermedia","Sorbus intermedia"
"22411","Prunus - Species Unknown","Prunus Spp."
"22412","Prunus - Species Unknown","Prunus Spp."
"22413","Acer pseudoplatanus","Acer pseudoplatanus"
"22414","Quercus ilex","Quercus ilex"
"22415","Quercus castaneifolia","Quercus castaneifolia"
"22416","Tilia - Species Unknown","Tilia Spp."
"22417","Platanus x acerifolia","Platanus x acerifolia"
"22418","Quercus robur","Quercus robur"
"22419","Quercus robur","Quercus robur"
"22420","Castanea sativa","Castanea sativa"
"22421","Prunus avium Plena","Prunus avium Plena"
"22422","Fraxinus ornus","Fraxinus ornus"
"22423","Acer platanoides","Acer platanoides"
"22424","Acer saccharinum","Acer saccharinum"
"22425","Quercus robur","Quercus robur"
"22426","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"22427","Castanea sativa","Castanea sativa"
"22428","Betula utilis","Betula utilis"
"22429","Quercus rubra","Quercus rubra"
"22430","Quercus robur","Quercus robur"
"22431","Fagus sylvatica Purpurea","Fagus sylvatica Atropurpurea"
"22432","Quercus robur","Quercus robur"
"22433","Tilia x europea","Tilia x europea"
"22434","Acer saccharinum","Acer saccharinum"
"22435","Fagus sylvatica","Fagus sylvatica"
"22436","Tilia - Species Unknown","Tilia Spp."
"22437","Prunus avium","Prunus avium"
"22438","Quercus - Species Unknown","Quercus Spp."
"22439","Aesculus hippocastanum","Aesculus hippocastanum"
"22440","Sorbus intermedia","Sorbus intermedia"
"22441","Salix fragilis","Salix fragilis"
"22442","Sorbus aucuparia","Sorbus aucuparia"
"22443","Fraxinus excelsior","Fraxinus excelsior"
"22444","Fagus sylvatica","Fagus sylvatica"
"22445","Salix x sepulcralis chrysocoma","Salix x sepulcralis"
"22446","Platanus x acerifolia","Platanus x acerifolia"
"22447","Aesculus hippocastanum","Aesculus hippocastanum"
"22448","Betula pendula","Betula pendula"
"22449","Fraxinus excelsior","Fraxinus excelsior"
"22450","Tilia - Species Unknown","Tilia Spp."
"22451","Salix fragilis","Salix fragilis"
"22452","Tilia platyphyllos","Tilia platyphyllos"
"22453","Malus - Species Unknown","Malus Spp."
"22454","Acer - Species Unknown","Acer Spp."
"22455","Acer pseudoplatanus","Acer pseudoplatanus"
"22456","Platanus x acerifolia","Platanus x acerifolia"
"22457","Tilia x euchlora","Tilia x euchlora"
"22458","Fraxinus excelsior","Fraxinus excelsior"
"22459","Aesculus indica","Aesculus indica"
"22460","Tilia x europea","Tilia x europea"
"22461","Aesculus hippocastanum","Aesculus hippocastanum"
"22462","Acer platanoides","Acer platanoides"
"22463","Prunus - Species Unknown","Prunus Spp."
"22464","Prunus avium","Prunus avium"
"22465","Acer platanoides","Acer platanoides"
"22466","Prunus Sunset Boulevard","Prunus Sunset Boulevard"
"22467","Populus x canadensis Robusta","Populus x canadensis"
"22468","Quercus robur","Quercus robur"
"22469","Prunus cerasifera Pissardii","Prunus cerasifera Pissardii"
"22470","Platanus x acerifolia","Platanus x acerifolia"
"22471","Sorbus aria","Sorbus aria"
"22472","Acer pseudoplatanus cv","Acer pseudoplatanus Spp."
"22473","Quercus robur","Quercus robur"
"22474","Quercus robur","Quercus robur"
"22475","Tilia - Species Unknown","Tilia Spp."
"22476","Quercus robur","Quercus robur"
"22477","Sequoia sempervirens","Sequoia sempervirens"
"22478","Tilia x europea","Tilia x europea"
"22479","Acer campestre","Acer campestre"
"22480","Alnus - Species Unknown","Alnus Spp."
"22481","Platanus x acerifolia","Platanus x acerifolia"
"22482","Crataegus monogyna 'Stricta'","Crataegus monogyna Stricta"
"22483","Salix fragilis","Salix fragilis"
"22485","Malus - Species Unknown","Malus Spp."
"22486","Acer platanoides","Acer platanoides"
"22487","Sorbus intermedia","Sorbus intermedia"
"22488","Crataegus monogyna","Crataegus monogyna"
"22489","Tilia - Species Unknown","Tilia Spp."
"22490","Quercus robur","Quercus robur"
"22491","Platanus x acerifolia","Platanus x acerifolia"
"22492","Tilia x europea","Tilia x europea"
"22493","Sorbus aria","Sorbus aria"
"22494","Tilia x europea","Tilia x europea"
"22495","Platanus x acerifolia","Platanus x acerifolia"
"22496","Acer platanoides","Acer platanoides"
"22497","Platanus x acerifolia","Platanus x acerifolia"
"22499","Fraxinus excelsior","Fraxinus excelsior"
"22501","Prunus - Species Unknown","Prunus Spp."
"22502","Crataegus monogyna","Crataegus monogyna"
"22503","ZZ Tree stump","Dead stump"
"22504","Betula pendula","Betula pendula"
"22505","Aesculus - Species Unknown","Aesculus Spp."
"22506","Malus - Species Unknown","Malus Spp."
"22507","Tilia cordata","Tilia cordata"
"22508","Acer saccharinum","Acer saccharinum"
"22509","Acer pseudoplatanus","Acer pseudoplatanus"
"22510","Sorbus intermedia","Sorbus intermedia"
"22511","Betula pendula Fastigiata","Betula pendula Fastigiata"
"22512","Tilia x europea","Tilia x europea"
"22513","Tilia - Species Unknown","Tilia Spp."
"22514","Tilia x europea","Tilia x europea"
"22515","Tilia cordata Greenspire","Tilia cordata Greenspire"
"22516","Acer platanoides","Acer platanoides"
"22517","Alnus cordata","Alnus cordata"
"22518","Crataegus monogyna","Crataegus monogyna"
"22519","Liquidambar styraciflua","Liquidambar styraciflua"
"22520","Sorbus aucuparia","Sorbus aucuparia"
"22521","Cotoneaster frigidus","Cotoneaster frigidus"
"22522","Prunus avium Plena","Prunus avium Plena"
"22523","Platanus x acerifolia","Platanus x acerifolia"
"22524","Alnus incana","Alnus incana"
"22525","Fagus sylvatica","Fagus sylvatica"
"22526","Ulmus 'New Horizon'","Ulmus New Horizon"
"22527","Prunus padus","Prunus padus"
"22528","Platanus x acerifolia","Platanus x acerifolia"
"22529","Crataegus monogyna","Crataegus monogyna"
"22530","Crataegus monogyna","Crataegus monogyna"
"22531","Aesculus hippocastanum","Aesculus hippocastanum"
"22532","Acer platanoides","Acer platanoides"
"22533","Acer pseudoplatanus","Acer pseudoplatanus"
"22534","Quercus ilex","Quercus ilex"
"22535","Acer platanoides","Acer platanoides"
"22536","Fraxinus excelsior","Fraxinus excelsior"
"22537","Salix x sepulcralis chrysocoma","Salix x sepulcralis"
"22538","Prunus padus","Prunus padus"
"22539","Prunus avium","Prunus avium"
"22540","Acer pseudoplatanus","Acer pseudoplatanus"
"22541","Crataegus - Species Unknown","Crataegus Spp."
"22542","Fraxinus angustifolia","Fraxinus angustifolia"
"22543","Tilia - Species Unknown","Tilia Spp."
"22544","Pinus sylvestris","Pinus sylvestris"
"22545","Quercus robur","Quercus robur"
"22546","Thuja plicata","Thuja plicata"
"22547","Tilia x europea","Tilia x europea"
"22548","Malus Golden Hornet","Malus Golden Delicious"
"22549","Platanus x acerifolia","Platanus x acerifolia"
"22550","Quercus robur","Quercus robur"
"22551","Acer platanoides","Acer platanoides"
"22552","Quercus robur","Quercus robur"
"22553","Quercus cerris","Quercus cerris"
"22554","Crataegus monogyna","Crataegus monogyna"
"22555","Fagus sylvatica","Fagus sylvatica"
"22556","Pinus sylvestris","Pinus sylvestris"
"22557","Platanus x acerifolia","Platanus x acerifolia"
"22558","Crataegus - Species Unknown","Crataegus Spp."
"22559","Acer pseudoplatanus","Acer pseudoplatanus"
"22560","Acer pseudoplatanus","Acer pseudoplatanus"
"22561","Acer saccharinum","Acer saccharinum"
"22562","Fagus sylvatica","Fagus sylvatica"
"22563","Tilia x europea","Tilia x europea"
"22564","Betula pendula","Betula pendula"
"22565","Malus domestica","Malus domestica"
"22566","Prunus subhirtella Autumnalis","Prunus subhirtella Autumnalis"
"22567","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"22568","Platanus x acerifolia","Platanus x acerifolia"
"22569","Tilia - Species Unknown","Tilia Spp."
"22570","Fraxinus excelsior","Fraxinus excelsior"
"22571","Acer pseudoplatanus","Acer pseudoplatanus"
"22572","Platanus x acerifolia","Platanus x acerifolia"
"22573","Acer platanoides Globosum","Acer platanoides Globosum"
